id,start_id,end_id,direction,start_name,start_coordinate,end_name,end_coordinate,bus_lines,start_lon,start_lat,end_lon,end_lat
1,1780,6433,1,TRONE,"4.364798, 50.841846",TRONE,"4.367127, 50.840315",12,4.364798,50.841846000000004,4.367127,50.840315000000004
2,6433,1131,1,TRONE,"4.367127, 50.840315",LUXEMBOURG,"4.373679, 50.839745",12,4.367127,50.840315000000004,4.373679,50.839745
3,1131,6464,1,LUXEMBOURG,"4.373679, 50.839745",MAELBEEK,"4.378319, 50.843725",12,4.373679,50.839745,4.378319,50.843725
4,6464,1318,1,MAELBEEK,"4.378319, 50.843725",SCHUMAN,"4.383817, 50.844356",12,4.378319,50.843725,4.383817,50.844356
5,1318,2247,1,SCHUMAN,"4.383817, 50.844356",MEISER,"4.397888, 50.853976",12,4.383817,50.844356,4.397888,50.853976
6,2247,4556,1,MEISER,"4.397888, 50.853976",GENEVE,"4.403284, 50.864192",12,4.397888,50.853976,4.403283999999999,50.864191999999996
7,4556,5044,1,GENEVE,"4.403284, 50.864192",DA VINCI,"4.414716, 50.876795",12,4.403283999999999,50.864191999999996,4.414716,50.876795
8,5044,3018,1,DA VINCI,"4.414716, 50.876795",BOURGET,"4.431073, 50.8785",12,4.414716,50.876795,4.4310730000000005,50.8785
9,3018,9600,1,BOURGET,"4.431073, 50.8785",BRUSSELS AIRPORT,"4.481761, 50.898149",12,4.4310730000000005,50.8785,4.481761,50.898149
10,9600,3017,2,BRUSSELS AIRPORT,"4.481761, 50.898149",BOURGET,"4.430334, 50.87815",12,4.481761,50.898149,4.430333999999999,50.87815
11,3017,5048,2,BOURGET,"4.430334, 50.87815",DA VINCI,"4.41044, 50.876145",12,4.430333999999999,50.87815,4.41044,50.876145
12,5048,2695,2,DA VINCI,"4.41044, 50.876145",GENEVE,"4.403241, 50.863832",12,4.41044,50.876145,4.403241,50.863832
13,2695,2250,2,GENEVE,"4.403241, 50.863832",MEISER,"4.397794, 50.853963",12,4.403241,50.863832,4.397794,50.853963
14,2250,1317,2,MEISER,"4.397794, 50.853963",SCHUMAN,"4.384186, 50.844329",12,4.397794,50.853963,4.384186,50.844328999999995
15,1317,6465,2,SCHUMAN,"4.384186, 50.844329",MAELBEEK,"4.378072, 50.843551",12,4.384186,50.844328999999995,4.378072,50.843551
16,6465,1162,2,MAELBEEK,"4.378072, 50.843551",LUXEMBOURG,"4.373376, 50.839401",12,4.378072,50.843551,4.373376,50.839401
17,1162,6432,2,LUXEMBOURG,"4.373376, 50.839401",TRONE,"4.366324, 50.840537",12,4.373376,50.839401,4.366324,50.840537
18,6432,1780,2,TRONE,"4.366324, 50.840537",TRONE,"4.364798, 50.841846",12,4.366324,50.840537,4.364798,50.841846000000004
19,1732,1743,1,UZ-VUB,"4.308952, 50.885712",UZ BRUSSEL,"4.311452, 50.886729","13, 88",4.308952,50.885712,4.311452,50.886728999999995
20,1743,1744,1,UZ BRUSSEL,"4.311452, 50.886729",UZ-PEDIATRIE,"4.309404, 50.889696","13, 88",4.311452,50.886728999999995,4.309404,50.889696
21,1744,1334,1,UZ-PEDIATRIE,"4.309404, 50.889696",ARBRE BALLON,"4.314011, 50.892622","13, 88",4.309404,50.889696,4.314011,50.892621999999996
22,1334,2849,1,ARBRE BALLON,"4.314011, 50.892622",AUDREY HEPBURN,"4.316768, 50.889678","13, 88",4.314011,50.892621999999996,4.316768,50.889678
23,2849,1606,1,AUDREY HEPBURN,"4.316768, 50.889678",DIELEGHEM,"4.319041, 50.888147",13,4.316768,50.889678,4.319041,50.888147
24,1606,1746,1,DIELEGHEM,"4.319041, 50.888147",BONAVENTURE,"4.322212, 50.884648",13,4.319041,50.888147,4.322212,50.884648
25,1746,3606,1,BONAVENTURE,"4.322212, 50.884648",FERNANDE VOLRAL,"4.321959, 50.882663","13, 83",4.322212,50.884648,4.321959,50.882663
26,3606,3229,1,FERNANDE VOLRAL,"4.321959, 50.882663",EUGENE TOUSSAINT,"4.321762, 50.880576","13, 83",4.321959,50.882663,4.3217620000000005,50.880576
27,3229,1010,1,EUGENE TOUSSAINT,"4.321762, 50.880576",LE ROUX,"4.321409, 50.878265","13, 83",4.3217620000000005,50.880576,4.321409,50.878265
28,1010,1747,1,LE ROUX,"4.321409, 50.878265",SQ. DU CENTENAIRE,"4.318538, 50.875668","13, 83",4.321409,50.878265,4.318537999999999,50.875668
29,1747,3601,1,SQ. DU CENTENAIRE,"4.318538, 50.875668",HOME HEYDEKEN,"4.313015, 50.875097",13,4.318537999999999,50.875668,4.313015,50.875097
30,3601,4112,1,HOME HEYDEKEN,"4.313015, 50.875097",LOWET,"4.310287, 50.874039",13,4.313015,50.875097,4.310287000000001,50.874039
31,4112,4105,1,LOWET,"4.310287, 50.874039",NEREUS,"4.313118, 50.872429","13, 87",4.310287000000001,50.874039,4.313118,50.872429
32,4105,2423,1,NEREUS,"4.313118, 50.872429",DELHOVE,"4.315725, 50.869063",13,4.313118,50.872429,4.315725,50.869063
33,2423,2519,1,DELHOVE,"4.315725, 50.869063",RIETHUISEN,"4.32007, 50.867271",13,4.315725,50.869063,4.320069999999999,50.867271
34,2519,4116,1,RIETHUISEN,"4.32007, 50.867271",PARC ELISABETH,"4.32834, 50.865071","13, 87",4.320069999999999,50.867271,4.32834,50.865071
35,4116,1112,1,PARC ELISABETH,"4.32834, 50.865071",SIMONIS,"4.330756, 50.86296","13, 87",4.32834,50.865071,4.330756,50.86296
36,1112,1114,1,SIMONIS,"4.330756, 50.86296",VANHUFFEL,"4.331643, 50.860432",13,4.330756,50.86296,4.331643,50.860432
37,1114,1115,1,VANHUFFEL,"4.331643, 50.860432",AUTRIQUE,"4.330078, 50.85877",13,4.331643,50.860432,4.330078,50.85877
38,1115,4111,1,AUTRIQUE,"4.330078, 50.85877",ETANGS NOIRS,"4.332197, 50.857069",13,4.330078,50.85877,4.332197,50.857069
39,4111,1179,2,ETANGS NOIRS,"4.332197, 50.857069",AUTRIQUE,"4.330205, 50.85886",13,4.332197,50.857069,4.330205,50.85886
40,1179,1180,2,AUTRIQUE,"4.330205, 50.85886",VANHUFFEL,"4.331816, 50.860483",13,4.330205,50.85886,4.331816000000001,50.860483
41,1180,1183,2,VANHUFFEL,"4.331816, 50.860483",SIMONIS,"4.330671, 50.863355",13,4.331816000000001,50.860483,4.330671,50.863355
42,1183,4152,2,SIMONIS,"4.330671, 50.863355",PARC ELISABETH,"4.327476, 50.865502","13, 87",4.330671,50.863355,4.327476,50.865502
43,4152,1303,2,PARC ELISABETH,"4.327476, 50.865502",RIETHUISEN,"4.321136, 50.867019","13, 87",4.327476,50.865502,4.321136,50.867019
44,1303,2422,2,RIETHUISEN,"4.321136, 50.867019",DELHOVE,"4.316014, 50.86909",13,4.321136,50.867019,4.316014,50.86909
45,2422,4158,2,DELHOVE,"4.316014, 50.86909",NEREUS,"4.31309, 50.872601",13,4.316014,50.86909,4.31309,50.872601
46,4158,4163,2,NEREUS,"4.31309, 50.872601",LOWET,"4.310166, 50.874249","13, 87",4.31309,50.872601,4.310166000000001,50.874249
47,4163,3600,2,LOWET,"4.310166, 50.874249",HOME HEYDEKEN,"4.313561, 50.875035",13,4.310166000000001,50.874249,4.313561,50.875035
48,3600,9103,2,HOME HEYDEKEN,"4.313561, 50.875035",SQ. DU CENTENAIRE,"4.317873, 50.876241",13,4.313561,50.875035,4.3178730000000005,50.876241
49,9103,1065,2,SQ. DU CENTENAIRE,"4.317873, 50.876241",LE ROUX,"4.321791, 50.879155","13, 83",4.3178730000000005,50.876241,4.321791,50.879155
50,1065,1066,2,LE ROUX,"4.321791, 50.879155",EUGENE TOUSSAINT,"4.321846, 50.881187","13, 83",4.321791,50.879155,4.321846,50.881187
51,1066,3607,2,EUGENE TOUSSAINT,"4.321846, 50.881187",FERNANDE VOLRAL,"4.322101, 50.882814","13, 83",4.321846,50.881187,4.322101,50.882814
52,3607,1711,2,FERNANDE VOLRAL,"4.322101, 50.882814",BONAVENTURE,"4.322378, 50.885563",13,4.322101,50.882814,4.322378,50.885563
53,1711,1599,2,BONAVENTURE,"4.322378, 50.885563",DIELEGHEM,"4.319338, 50.888054",13,4.322378,50.885563,4.319338,50.888054
54,1599,2850,2,DIELEGHEM,"4.319338, 50.888054",AUDREY HEPBURN,"4.315769, 50.889877",13,4.319338,50.888054,4.315769,50.889877
55,2850,1328,2,AUDREY HEPBURN,"4.315769, 50.889877",ARBRE BALLON,"4.312731, 50.892851","13, 88",4.315769,50.889877,4.312730999999999,50.892851
56,1328,1721,2,ARBRE BALLON,"4.312731, 50.892851",UZ-PEDIATRIE,"4.309199, 50.88989","13, 88",4.312730999999999,50.892851,4.309199,50.88989
57,1721,1722,2,UZ-PEDIATRIE,"4.309199, 50.88989",UZ BRUSSEL,"4.311083, 50.886396","13, 88",4.309199,50.88989,4.311083,50.886396000000005
58,1722,1727,2,UZ BRUSSEL,"4.311083, 50.886396",UZ-VUB,"4.308504, 50.886007","13, 88",4.311083,50.886396000000005,4.308504,50.886007
59,1900,3245,1,GARE DU NORD,"4.360273, 50.86008",WTC,"4.356188, 50.861313","14, 20",4.360273,50.860079999999996,4.3561879999999995,50.861313
60,3245,1671,1,WTC,"4.356188, 50.861313",SUZAN DANIEL,"4.347661, 50.86303","14, 20",4.3561879999999995,50.861313,4.347661,50.86303
61,1671,1056,1,SUZAN DANIEL,"4.347661, 50.86303",PICARD,"4.343166, 50.864456",14,4.347661,50.86303,4.343166,50.864456
62,1056,5074,1,PICARD,"4.343166, 50.864456",VANDERSTICHELEN,"4.338437, 50.866217",14,4.343166,50.864456,4.338437,50.866217
63,5074,5076,1,VANDERSTICHELEN,"4.338437, 50.866217",BELGICA,"4.335611, 50.867752",14,4.338437,50.866217,4.335611,50.867752
64,5076,1766,1,BELGICA,"4.335611, 50.867752",FIRMIN LECHARLIER,"4.330171, 50.871086",14,4.335611,50.867752,4.330171,50.871086
65,1766,1767,1,FIRMIN LECHARLIER,"4.330171, 50.871086",LEOPOLD I,"4.328702, 50.872802",14,4.330171,50.871086,4.328702,50.872802
66,1767,2515,1,LEOPOLD I,"4.328702, 50.872802",VERBEYST,"4.331647, 50.877071",14,4.328702,50.872802,4.331647,50.877071
67,2515,2498,1,VERBEYST,"4.331647, 50.877071",DEMINEURS,"4.332661, 50.879164",14,4.331647,50.877071,4.332661,50.879164
68,2498,1036,1,DEMINEURS,"4.332661, 50.879164",GARE DE JETTE,"4.330173, 50.880162","14, 88",4.332661,50.879164,4.330173,50.880162
69,1036,2871,1,GARE DE JETTE,"4.330173, 50.880162",LORGE,"4.331153, 50.882386","14, 88",4.330173,50.880162,4.331153,50.882386
70,2871,2873,1,LORGE,"4.331153, 50.882386",CROCQ,"4.330214, 50.884726","14, 88",4.331153,50.882386,4.330214,50.884726
71,2873,1755,1,CROCQ,"4.330214, 50.884726",BONAVENTURE,"4.321743, 50.885043",14,4.330214,50.884726,4.321743,50.885042999999996
72,1755,1103,1,BONAVENTURE,"4.321743, 50.885043",ANCIENNE BARRIERE,"4.316271, 50.885545",14,4.321743,50.885042999999996,4.3162709999999995,50.885545
73,1103,1743,1,ANCIENNE BARRIERE,"4.316271, 50.885545",UZ BRUSSEL,"4.311452, 50.886729",14,4.3162709999999995,50.885545,4.311452,50.886728999999995
74,1743,1727,1,UZ BRUSSEL,"4.311452, 50.886729",UZ-VUB,"4.308504, 50.886007",14,4.311452,50.886728999999995,4.308504,50.886007
75,1732,1368,2,UZ-VUB,"4.308952, 50.885712",ANCIENNE BARRIERE,"4.318659, 50.885087",14,4.308952,50.885712,4.318658999999999,50.885087
76,1368,1768,2,ANCIENNE BARRIERE,"4.318659, 50.885087",BONAVENTURE,"4.322729, 50.884961",14,4.318658999999999,50.885087,4.322729,50.884961
77,1768,2801,2,BONAVENTURE,"4.322729, 50.884961",CROCQ,"4.329588, 50.884911","14, 83",4.322729,50.884961,4.329587999999999,50.884910999999995
78,2801,2803,2,CROCQ,"4.329588, 50.884911",LORGE,"4.33087, 50.882851",14,4.329587999999999,50.884910999999995,4.33087,50.882851
79,2803,1035,2,LORGE,"4.33087, 50.882851",GARE DE JETTE,"4.330411, 50.880181","14, 88",4.33087,50.882851,4.330411,50.880181
80,1035,2584,2,GARE DE JETTE,"4.330411, 50.880181",DEMINEURS,"4.332441, 50.879024","14, 88",4.330411,50.880181,4.332441,50.879024
81,2584,2586,2,DEMINEURS,"4.332441, 50.879024",VERBEYST,"4.330532, 50.876435",14,4.332441,50.879024,4.330532,50.876435
82,2586,1775,2,VERBEYST,"4.330532, 50.876435",LEOPOLD I,"4.328503, 50.873069",14,4.330532,50.876435,4.3285029999999995,50.873069
83,1775,1782,2,LEOPOLD I,"4.328503, 50.873069",FIRMIN LECHARLIER,"4.330174, 50.870978",14,4.3285029999999995,50.873069,4.3301739999999995,50.870978
84,1782,5009,2,FIRMIN LECHARLIER,"4.330174, 50.870978",BELGICA,"4.336065, 50.867474",14,4.3301739999999995,50.870978,4.3360650000000005,50.867474
85,5009,5011,2,BELGICA,"4.336065, 50.867474",VANDERSTICHELEN,"4.338815, 50.865942",14,4.3360650000000005,50.867474,4.338815,50.865942
86,5011,1019,2,VANDERSTICHELEN,"4.338815, 50.865942",PICARD,"4.344119, 50.864062",14,4.338815,50.865942,4.344119,50.864062
87,1019,1670,2,PICARD,"4.344119, 50.864062",SUZAN DANIEL,"4.347176, 50.863052",14,4.344119,50.864062,4.347176,50.863052
88,1670,1024,2,SUZAN DANIEL,"4.347176, 50.863052",WTC,"4.355358, 50.861176","14, 20",4.347176,50.863052,4.355358,50.861176
89,1024,1900,2,WTC,"4.355358, 50.861176",GARE DU NORD,"4.360273, 50.86008","14, 20",4.355358,50.861176,4.360273,50.860079999999996
90,9059,4287,1,HEILIGENBORRE,"4.420431, 50.789581",INTERNAT. SCHOOL,"4.419611, 50.792197",17,4.420431,50.789581,4.419611,50.792196999999994
91,4287,4292,1,INTERNAT. SCHOOL,"4.419611, 50.792197",ETANGS BOITSFORT,"4.41791, 50.793934",17,4.419611,50.792196999999994,4.41791,50.793934
92,4292,4341,1,ETANGS BOITSFORT,"4.41791, 50.793934",DIABOLO,"4.417673, 50.796612",17,4.41791,50.793934,4.417673000000001,50.796611999999996
93,4341,4351,1,DIABOLO,"4.417673, 50.796612",WIENER,"4.41915, 50.798677",17,4.417673000000001,50.796611999999996,4.41915,50.798677000000005
94,4351,4348,1,WIENER,"4.41915, 50.798677",MIRAVAL,"4.414017, 50.800227","17, 95",4.41915,50.798677000000005,4.414016999999999,50.800227
95,4348,4355,1,MIRAVAL,"4.414017, 50.800227",LES 3 TILLEULS,"4.41287, 50.802745","17, 95",4.414016999999999,50.800227,4.41287,50.802745
96,4355,1455,1,LES 3 TILLEULS,"4.41287, 50.802745",CALYPSO 2000,"4.408998, 50.803124","17, 95",4.41287,50.802745,4.408998,50.803124
97,1455,4357,1,CALYPSO 2000,"4.408998, 50.803124",VANDER ELST,"4.40675, 50.805415","17, 95",4.408998,50.803124,4.40675,50.805415
98,4357,4358,1,VANDER ELST,"4.40675, 50.805415",KEYM,"4.403172, 50.81003","17, 95",4.40675,50.805415,4.4031720000000005,50.81003
99,4358,4293,1,KEYM,"4.403172, 50.81003",BRILLANT,"4.401854, 50.811909",17,4.4031720000000005,50.81003,4.401854,50.811909
100,4293,4294,1,BRILLANT,"4.401854, 50.811909",TERCOIGNE,"4.404749, 50.812313",17,4.401854,50.811909,4.404749,50.812313
101,4294,4295,1,TERCOIGNE,"4.404749, 50.812313",GARDON,"4.410509, 50.812744",17,4.404749,50.812313,4.410508999999999,50.812744
102,4295,4296,1,GARDON,"4.410509, 50.812744",BERENSHEIDE,"4.414881, 50.813685",17,4.410508999999999,50.812744,4.414880999999999,50.813685
103,4296,4297,1,BERENSHEIDE,"4.414881, 50.813685",BEAULIEU,"4.408214, 50.815413",17,4.414880999999999,50.813685,4.408214,50.815413
104,4297,4298,2,BEAULIEU,"4.408214, 50.815413",MICHIELS,"4.403204, 50.814776",17,4.408214,50.815413,4.403204,50.814776
105,4298,4299,2,MICHIELS,"4.403204, 50.814776",BRILLANT,"4.401045, 50.811774",17,4.403204,50.814776,4.401045,50.811774
106,4299,4310,2,BRILLANT,"4.401045, 50.811774",KEYM,"4.403442, 50.809616",17,4.401045,50.811774,4.403442,50.809616
107,4310,4311,2,KEYM,"4.403442, 50.809616",VANDER ELST,"4.406721, 50.805205","17, 95",4.403442,50.809616,4.406721,50.805205
108,4311,1453,2,VANDER ELST,"4.406721, 50.805205",CALYPSO 2000,"4.409778, 50.803007","17, 95",4.406721,50.805205,4.409778,50.803007
109,1453,4313,2,CALYPSO 2000,"4.409778, 50.803007",LES 3 TILLEULS,"4.412501, 50.802583","17, 95",4.409778,50.803007,4.412501,50.802583
110,4313,4347,2,LES 3 TILLEULS,"4.412501, 50.802583",MIRAVAL,"4.414442, 50.799796",17,4.412501,50.802583,4.414442,50.799796
111,4347,4349,2,MIRAVAL,"4.414442, 50.799796",WIENER,"4.419065, 50.798535",17,4.414442,50.799796,4.419065,50.798535
112,4349,4342,2,WIENER,"4.419065, 50.798535",DIABOLO,"4.417673, 50.796333",17,4.419065,50.798535,4.417673000000001,50.796333000000004
113,4342,4289,2,DIABOLO,"4.417673, 50.796333",ETANGS BOITSFORT,"4.418493, 50.794104",17,4.417673000000001,50.796333000000004,4.418493,50.794104
114,4289,4288,2,ETANGS BOITSFORT,"4.418493, 50.794104",INTERNAT. SCHOOL,"4.41937, 50.792179",17,4.418493,50.794104,4.41937,50.792179
115,4288,4290,2,INTERNAT. SCHOOL,"4.41937, 50.792179",KATTENBERG,"4.420068, 50.790516",17,4.41937,50.792179,4.420068,50.790516
116,4290,1472,2,KATTENBERG,"4.420068, 50.790516",FORESTERIE,"4.42484, 50.786148",17,4.420068,50.790516,4.4248400000000006,50.786148
117,1472,4319,2,FORESTERIE,"4.42484, 50.786148",EQUIPAGES,"4.422597, 50.787402",17,4.4248400000000006,50.786148,4.4225970000000006,50.787402
118,4319,9059,2,EQUIPAGES,"4.422597, 50.787402",HEILIGENBORRE,"4.420431, 50.789581",17,4.4225970000000006,50.787402,4.420431,50.789581
119,1671,4213,1,SUZAN DANIEL,"4.347661, 50.86303",RIBAUCOURT,"4.341212, 50.859879","20, 86",4.347661,50.86303,4.3412120000000005,50.859879
120,4213,4214,1,RIBAUCOURT,"4.341212, 50.859879",MERCHTEM,"4.336782, 50.858413","20, 86",4.3412120000000005,50.859879,4.336782,50.858413
121,4214,1793,1,MERCHTEM,"4.336782, 50.858413",ETANGS NOIRS,"4.33165, 50.857124",20,4.336782,50.858413,4.33165,50.857124
122,1793,2082,1,ETANGS NOIRS,"4.33165, 50.857124",OSSEGHEM,"4.32534, 50.857009",20,4.33165,50.857124,4.32534,50.857009000000005
123,2082,2072,1,OSSEGHEM,"4.32534, 50.857009",KARREVELD,"4.318501, 50.858405",20,4.32534,50.857009000000005,4.318501,50.858405
124,2072,1197,1,KARREVELD,"4.318501, 50.858405",BASTOGNE,"4.316156, 50.861354",20,4.318501,50.858405,4.316155999999999,50.861354
125,1197,1198,1,BASTOGNE,"4.316156, 50.861354",BENES,"4.312234, 50.864311",20,4.316155999999999,50.861354,4.312233999999999,50.864311
126,1198,1120,1,BENES,"4.312234, 50.864311",WINTEROY,"4.306428, 50.8645",20,4.312233999999999,50.864311,4.3064279999999995,50.8645
127,1120,4066,1,WINTEROY,"4.306428, 50.8645",GENOT,"4.299667, 50.862808",20,4.3064279999999995,50.8645,4.2996669999999995,50.862808
128,4066,1307,1,GENOT,"4.299667, 50.862808",SCHWEITZER,"4.296735, 50.864373",20,4.2996669999999995,50.862808,4.296735,50.864373
129,1307,1190,1,SCHWEITZER,"4.296735, 50.864373",COMHAIRE,"4.296286, 50.860912",20,4.296735,50.864373,4.296286,50.860912
130,1190,1209,1,COMHAIRE,"4.296286, 50.860912",PLACE DE L'EGLISE,"4.291597, 50.861772",20,4.296286,50.860912,4.291597,50.861771999999995
131,1209,4661,1,PLACE DE L'EGLISE,"4.291597, 50.861772",BROEK,"4.286893, 50.863333",20,4.291597,50.861771999999995,4.286893,50.863333000000004
132,4661,1193,1,BROEK,"4.286893, 50.863333",SEPT ETOILES,"4.284473, 50.865548","20, 87",4.286893,50.863333000000004,4.284473,50.865548
133,1193,1194,1,SEPT ETOILES,"4.284473, 50.865548",HUNDERENVELD,"4.28129, 50.866952",20,4.284473,50.865548,4.28129,50.866952000000005
134,1142,1102,2,HUNDERENVELD,"4.281502, 50.86724",SEPT ETOILES,"4.285551, 50.864585",20,4.281502,50.86724,4.285551,50.864585
135,1102,4598,2,SEPT ETOILES,"4.285551, 50.864585",BROEK,"4.287581, 50.862838","20, 87",4.285551,50.864585,4.287580999999999,50.862838
136,4598,1095,2,BROEK,"4.287581, 50.862838",PLACE DE L'EGLISE,"4.292961, 50.861233",20,4.287580999999999,50.862838,4.292961,50.861233
137,1095,1105,2,PLACE DE L'EGLISE,"4.292961, 50.861233",COMHAIRE,"4.296378, 50.859962",20,4.292961,50.861233,4.296378,50.859962
138,1105,1306,2,COMHAIRE,"4.296378, 50.859962",SCHWEITZER,"4.29709, 50.864418",20,4.296378,50.859962,4.29709,50.864418
139,1306,1118,2,SCHWEITZER,"4.29709, 50.864418",GENOT,"4.301247, 50.862575",20,4.29709,50.864418,4.301247,50.862575
140,1118,1119,2,GENOT,"4.301247, 50.862575",WINTEROY,"4.30662, 50.864477",20,4.301247,50.862575,4.30662,50.864477
141,1119,1096,2,WINTEROY,"4.30662, 50.864477",BENES,"4.312275, 50.864112",20,4.30662,50.864477,4.312275,50.864112
142,1096,1097,2,BENES,"4.312275, 50.864112",BASTOGNE,"4.315886, 50.861273",20,4.312275,50.864112,4.315886,50.861273
143,1097,2073,2,BASTOGNE,"4.315886, 50.861273",KARREVELD,"4.31955, 50.857615",20,4.315886,50.861273,4.31955,50.857615
144,2073,2081,2,KARREVELD,"4.31955, 50.857615",OSSEGHEM,"4.325319, 50.856927",20,4.31955,50.857615,4.325319,50.856927
145,2081,4111,2,OSSEGHEM,"4.325319, 50.856927",ETANGS NOIRS,"4.332197, 50.857069",20,4.325319,50.856927,4.332197,50.857069
146,4111,1792,2,ETANGS NOIRS,"4.332197, 50.857069",MERCHTEM,"4.336469, 50.858268",20,4.332197,50.857069,4.336469,50.858268
147,1792,5013,2,MERCHTEM,"4.336469, 50.858268",RIBAUCOURT,"4.340888, 50.86023",20,4.336469,50.858268,4.340888,50.86023
148,5013,1670,2,RIBAUCOURT,"4.340888, 50.86023",SUZAN DANIEL,"4.347176, 50.863052",20,4.340888,50.86023,4.347176,50.863052
149,1262,1132,1,LUXEMBOURG,"4.373914, 50.840268",TREVES,"4.374318, 50.841004","21, 27",4.373914,50.840268,4.374318,50.841004
150,1132,2927,1,TREVES,"4.374318, 50.841004",PARC LEOPOLD,"4.378272, 50.841059","21, 64",4.374318,50.841004,4.378272,50.841059
151,3081,1273,1,MARIE-LOUISE,"4.378078, 50.845721",AMBIORIX,"4.38347, 50.846234","21, 64, 79",4.3780779999999995,50.845721000000005,4.38347,50.846234
152,1318,1402,1,SCHUMAN,"4.383817, 50.844356",MICHEL-ANGE,"4.386602, 50.845205","21, 79",4.383817,50.844356,4.386602,50.845205
153,1402,1419,1,MICHEL-ANGE,"4.386602, 50.845205",GUEUX,"4.391358, 50.847115","21, 63, 79",4.386602,50.845205,4.391358,50.847115
154,1419,1403,1,GUEUX,"4.391358, 50.847115",JAMBLINNE DE MEUX,"4.393729, 50.847236","21, 63, 79",4.391358,50.847115,4.393729,50.847235999999995
155,1403,3366,1,JAMBLINNE DE MEUX,"4.393729, 50.847236",PLASKY,"4.397406, 50.850546",21,4.393729,50.847235999999995,4.397406,50.850546
156,3366,6451,1,PLASKY,"4.397406, 50.850546",DIAMANT,"4.401571, 50.849103","21, 29",4.397406,50.850546,4.401571,50.849103
157,6451,6448,1,DIAMANT,"4.401571, 50.849103",DIAMANT,"4.402304, 50.849465",21,4.401571,50.849103,4.402304,50.849465
158,6448,3956,1,DIAMANT,"4.402304, 50.849465",COLONEL BOURG,"4.409463, 50.85244","21, 79",4.402304,50.849465,4.409463,50.85244
159,3956,3957,1,COLONEL BOURG,"4.409463, 50.85244",CARENE,"4.415206, 50.854704","21, 79, 80",4.409463,50.85244,4.4152059999999995,50.854704
160,3957,3961,1,CARENE,"4.415206, 50.854704",MOMMAERTS,"4.412695, 50.85688",21,4.4152059999999995,50.854704,4.412694999999999,50.85688
161,3961,4558,1,MOMMAERTS,"4.412695, 50.85688",RTL HOUSE,"4.408122, 50.857268",21,4.412694999999999,50.85688,4.4081220000000005,50.857268
162,4558,4555,1,RTL HOUSE,"4.408122, 50.857268",PAUL LEDUC,"4.403898, 50.860735",21,4.4081220000000005,50.857268,4.403898000000001,50.860735
163,4555,4556,1,PAUL LEDUC,"4.403898, 50.860735",GENEVE,"4.403284, 50.864192",21,4.403898000000001,50.860735,4.403283999999999,50.864191999999996
164,4556,3450,1,GENEVE,"4.403284, 50.864192",EVERE SHOPPING,"4.404753, 50.86677",21,4.403283999999999,50.864191999999996,4.4047529999999995,50.86677
165,3450,3404,1,EVERE SHOPPING,"4.404753, 50.86677",LOISIRS,"4.406426, 50.86793",21,4.4047529999999995,50.86677,4.406426000000001,50.86793
166,3404,3424,1,LOISIRS,"4.406426, 50.86793",PERMEKE,"4.407182, 50.870897","21, 45",4.406426000000001,50.86793,4.407182,50.870897
167,3424,3306,1,PERMEKE,"4.407182, 50.870897",HOEDEMAEKERS,"4.40383, 50.871958","21, 45",4.407182,50.870897,4.40383,50.871958
168,3306,3420,1,HOEDEMAEKERS,"4.40383, 50.871958",OUD-KAPELLEKE,"4.403888, 50.874341","21, 45",4.40383,50.871958,4.403887999999999,50.874340999999994
169,3420,1893,1,OUD-KAPELLEKE,"4.403888, 50.874341",BORDET STATION,"4.409348, 50.877616",21,4.403887999999999,50.874340999999994,4.4093480000000005,50.877615999999996
170,1893,3279,1,BORDET STATION,"4.409348, 50.877616",SABCA,"4.416944, 50.881753",21,4.4093480000000005,50.877615999999996,4.416944,50.881753
171,3279,3280,1,SABCA,"4.416944, 50.881753",MIDDELWEG,"4.421197, 50.884148",21,4.416944,50.881753,4.421197,50.884147999999996
172,3280,3201,1,MIDDELWEG,"4.421197, 50.884148",MAES,"4.429606, 50.886466",21,4.421197,50.884147999999996,4.429606,50.886466
173,3201,3199,2,MAES,"4.429606, 50.886466",AERODROME,"4.42516, 50.888347",21,4.429606,50.886466,4.42516,50.888346999999996
174,3199,3203,2,AERODROME,"4.42516, 50.888347",MIDDELWEG,"4.419967, 50.883549",21,4.42516,50.888346999999996,4.419967,50.883549
175,3203,3204,2,MIDDELWEG,"4.419967, 50.883549",SABCA,"4.417138, 50.881959",21,4.419967,50.883549,4.417138,50.881959
176,3204,3214,2,SABCA,"4.417138, 50.881959",BORDET STATION,"4.410322, 50.878191",21,4.417138,50.881959,4.410322,50.878190999999994
177,3214,2924,2,BORDET STATION,"4.410322, 50.878191",OUD-KAPELLEKE,"4.403007, 50.874152",21,4.410322,50.878190999999994,4.403007,50.874152
178,2924,3361,2,OUD-KAPELLEKE,"4.403007, 50.874152",HOEDEMAEKERS,"4.403872, 50.87177","21, 45",4.403007,50.874152,4.403872,50.87177
179,3361,3425,2,HOEDEMAEKERS,"4.403872, 50.87177",PERMEKE,"4.406414, 50.8706","21, 45",4.403872,50.87177,4.406414,50.8706
180,3425,3458,2,PERMEKE,"4.406414, 50.8706",LOISIRS,"4.40627, 50.86793","21, 45",4.406414,50.8706,4.40627,50.86793
181,3458,3466,2,LOISIRS,"4.40627, 50.86793",EVERE SHOPPING,"4.403939, 50.866394",21,4.40627,50.86793,4.403939,50.866394
